model,document_index,title,n_entities,n_relations,n_violations,n_checkable_violations,n_uncheckable_violations,certificate_bound,gold_checkable_bound,gold_verifiable_errors,entity_type_errors,spurious_relation_errors,detectable_errors,tightness_ratio,conflicts_per_relation,bound_per_relation,cross_model_disagreement,n_vertices,n_hyperedges,mean_hyperedge_cardinality,maximum_hyperedge_cardinality,maximum_vertex_degree,n_components,largest_component_vertices,largest_component_hyperedges,hyperedge_overlap_density,incidence_density,matching_number
Qwen2.5-32B,239,Jerry Steiner,20,17,7,7,0,1,1,10,0,10,7,0.1,0.4117647058823529,0.058823529411764705,0.7412300343334826,15,7,3.0,3,7,1,15,7,1.0,0.2,1
Qwen2.5-32B,240,Joan Burton,16,20,9,7,2,1,1,25,8,17,11,0.04,0.45,0.05,0.9294794732551231,19,9,3.0,3,9,1,19,9,1.0,0.15789473684210525,1
Qwen2.5-32B,241,How to Save a Life (Grey's Anatomy),26,10,0,0,0,0,0,8,2,6,0,0.0,0.0,0.0,0.8615699032365699,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,242,Lappeenranta,11,8,0,0,0,0,0,3,0,3,0,0.0,0.0,0.0,0.8565656565656564,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,243,James P. Maher,21,20,0,0,0,0,0,23,6,17,0,0.0,0.0,0.0,0.8471593765711413,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,244,"Statue of Jan Smuts, Parliament Square",17,10,1,1,0,1,1,7,1,6,1,0.14285714285714285,0.1,0.1,0.713450292397661,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,245,Panama during World War II,13,9,2,2,0,1,1,8,1,7,2,0.125,0.2222222222222222,0.1111111111111111,0.8722222222222222,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,246,Arthur Percival,10,8,0,0,0,0,0,5,0,5,0,0.0,0.0,0.0,0.8467418546365915,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,247,Holden New Zealand,22,18,1,1,0,1,1,16,1,15,1,0.0625,0.05555555555555555,0.05555555555555555,0.7585858585858586,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,248,Piton des Neiges,18,13,0,0,0,0,0,10,3,7,0,0.0,0.0,0.0,0.7870060696147653,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,249,Irish experiment,15,12,0,0,0,0,0,11,1,10,0,0.0,0.0,0.0,0.960727969348659,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,250,Bookbinder soup,9,5,1,1,0,1,1,2,0,2,1,0.5,0.2,0.2,0.7362573099415205,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,251,"Durán, Ecuador",15,12,0,0,0,0,0,7,1,6,0,0.0,0.0,0.0,0.9645191409897292,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,252,Argentine heavy metal,16,15,11,11,0,3,3,12,0,12,11,0.25,0.7333333333333333,0.2,0.9544753086419754,23,11,3.0,3,8,1,23,11,0.5818181818181818,0.13043478260869565,3
Qwen2.5-32B,253,Guarenas Cathedral,19,17,1,1,0,1,1,15,3,12,2,0.06666666666666667,0.058823529411764705,0.058823529411764705,0.8053731070972451,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,254,"Foots Creek, Oregon",11,11,1,1,0,1,1,9,1,8,2,0.1111111111111111,0.09090909090909091,0.09090909090909091,0.9235209235209235,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,255,Committee against the Finnish White Terror,12,6,1,1,0,1,1,7,2,5,1,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.8992673992673993,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,256,Bessang Pass Natural Monument,14,11,0,0,0,0,0,9,5,4,0,0.0,0.0,0.0,0.9155354449472096,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,257,Panlongcheng,14,8,0,0,0,0,0,3,2,1,0,0.0,0.0,0.0,0.7847222222222222,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,258,El Tren de los Momentos,20,14,1,1,0,1,1,13,1,12,1,0.07692307692307693,0.07142857142857142,0.07142857142857142,0.7366522366522367,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,259,Quokka,14,8,0,0,0,0,0,4,1,3,0,0.0,0.0,0.0,0.8765432098765432,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,260,Google Springboard,10,8,1,1,0,1,1,9,1,8,2,0.1111111111111111,0.125,0.125,0.6686507936507936,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,261,White Sea,17,8,0,0,0,0,0,8,2,6,0,0.0,0.0,0.0,0.9555555555555556,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,262,Robert K. Huntington,21,11,2,2,0,1,1,9,1,8,2,0.1111111111111111,0.18181818181818182,0.09090909090909091,0.8132034632034632,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,263,Achilles Last Stand,13,6,2,2,0,1,1,3,1,2,2,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.8075369075369077,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,264,Toyota Avalon,15,12,0,0,0,0,0,11,0,11,0,0.0,0.0,0.0,0.7174074074074074,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,265,Truth in Music Advertising,10,5,1,1,0,1,1,3,0,3,1,0.3333333333333333,0.2,0.2,0.7277777777777779,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,266,Cranford Agreement,21,20,0,0,0,0,0,19,3,16,0,0.0,0.0,0.0,0.900754403160177,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,267,"Cy Becker, Edmonton",11,4,1,1,0,1,1,2,1,1,2,0.5,0.25,0.25,0.5523809523809524,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,268,Ici Paris,18,8,0,0,0,0,0,8,1,7,0,0.0,0.0,0.0,0.7999164578111947,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,269,Luan Bo,16,12,2,2,0,1,1,8,3,5,4,0.125,0.16666666666666666,0.08333333333333333,0.7754773406947321,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,270,Burseraceae,29,11,2,0,2,1,0,6,1,5,0,0.0,0.18181818181818182,0.09090909090909091,0.8713369963369964,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,271,National Executive Committee of the African National Congress,8,7,3,3,0,1,1,4,0,4,3,0.25,0.42857142857142855,0.14285714285714285,0.8231768231768232,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,272,Economic history of Cambodia,7,5,2,2,0,1,1,6,1,5,3,0.16666666666666666,0.4,0.2,0.9521531100478469,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,273,FLAMA,15,12,2,2,0,1,1,8,2,6,2,0.125,0.16666666666666666,0.08333333333333333,0.8787878787878788,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,274,Guillermo Endara,16,16,9,9,0,1,1,14,0,14,9,0.07142857142857142,0.5625,0.0625,0.9104273967651576,19,9,3.0,3,9,1,19,9,1.0,0.15789473684210525,1
Qwen2.5-32B,275,Washington Place (West Virginia),13,14,0,0,0,0,0,10,1,9,0,0.0,0.0,0.0,0.8531623931623932,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,276,Abbas Kiarostami,15,14,2,2,0,1,1,13,1,12,2,0.07692307692307693,0.14285714285714285,0.07142857142857142,0.9431547619047619,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,277,Tomcats Screaming Outside,11,7,0,0,0,0,0,2,0,2,0,0.0,0.0,0.0,0.7115384615384616,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,278,Mark Harmsworth,17,15,6,6,0,2,2,12,1,11,6,0.16666666666666666,0.4,0.13333333333333333,0.9087301587301587,13,6,3.0,3,4,1,13,6,0.6,0.23076923076923078,2
Qwen2.5-32B,279,Friends of Peter G.,18,10,1,1,0,1,1,10,1,9,1,0.1,0.1,0.1,0.8645741231948129,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,280,Joyce Godenzi,13,9,1,1,0,1,1,9,2,7,2,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8951314386096995,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,281,Pskhu,23,17,1,1,0,1,1,14,2,12,1,0.07142857142857142,0.058823529411764705,0.058823529411764705,0.9026399228012131,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,282,Cassin's finch,13,13,0,0,0,0,0,10,0,10,0,0.0,0.0,0.0,0.8930924148315453,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,283,Christie Elliott,15,14,4,4,0,1,1,12,3,9,4,0.08333333333333333,0.2857142857142857,0.07142857142857142,0.743939393939394,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-32B,284,Bajofondo,9,7,3,3,0,1,1,7,0,7,3,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.815934065934066,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,285,Mendenhall Glacier,11,8,0,0,0,0,0,5,1,4,0,0.0,0.0,0.0,0.7747252747252747,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,286,Battle of Chiari,23,15,7,7,0,3,3,20,6,14,8,0.15,0.4666666666666667,0.2,1.0,17,7,3.0,3,3,3,7,3,0.2857142857142857,0.17647058823529413,3
Qwen2.5-32B,287,Washington v. Texas,9,6,2,1,1,1,1,7,1,6,3,0.14285714285714285,0.3333333333333333,0.16666666666666666,0.840873015873016,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,288,Raunaq (album),12,6,1,1,0,1,1,3,1,2,1,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.8654100529100529,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,289,Carl Buchheister,15,9,2,2,0,1,1,8,3,5,3,0.125,0.2222222222222222,0.1111111111111111,0.6208144796380091,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,290,Roald,15,13,2,2,0,1,1,7,0,7,2,0.14285714285714285,0.15384615384615385,0.07692307692307693,0.7885281385281386,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,291,"They Shoot Horses, Don't They? (film)",26,19,2,0,2,1,0,6,1,5,1,0.0,0.10526315789473684,0.05263157894736842,0.5309106098579783,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,292,Bonnie Blair,16,15,5,5,0,5,5,18,4,14,5,0.2777777777777778,0.3333333333333333,0.3333333333333333,0.8471790890269152,15,5,3.0,3,1,5,3,1,0.0,0.2,5
Qwen2.5-32B,293,Signaling of the New York City Subway,8,7,0,0,0,0,0,6,1,5,0,0.0,0.0,0.0,0.8169528681037632,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,294,"Symphony Hall, Boston",12,14,0,0,0,0,0,13,1,12,0,0.0,0.0,0.0,0.9861111111111112,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,296,Pleistocene coyote,11,9,0,0,0,0,0,4,0,4,0,0.0,0.0,0.0,0.9392712550607287,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,297,Skylake (microarchitecture),15,12,2,2,0,2,2,10,1,9,2,0.2,0.16666666666666666,0.16666666666666666,0.7809081527347782,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-32B,298,Lewis of Luxembourg,13,10,1,1,0,1,1,7,0,7,1,0.14285714285714285,0.1,0.1,0.7698412698412698,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,299,Ronald Leonard,20,14,0,0,0,0,0,14,1,13,0,0.0,0.0,0.0,0.6315789473684211,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,0,Willi Schneider (skeleton racer),25,19,1,1,0,1,1,9,2,7,1,0.1111111111111111,0.05263157894736842,0.05263157894736842,0.6234126984126984,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,1,Ross Alger,21,15,2,2,0,1,1,13,1,12,2,0.07692307692307693,0.13333333333333333,0.06666666666666667,0.8813020738308094,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,2,Mess of Blues (Jeff Healey album),15,13,4,4,0,1,1,9,1,8,4,0.1111111111111111,0.3076923076923077,0.07692307692307693,0.7763854079643554,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-72B,3,Ramey Idriss,25,24,6,6,0,1,1,17,5,12,9,0.058823529411764705,0.25,0.041666666666666664,0.6851851851851851,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-72B,4,ELAM (Latin American School of Medicine) Cuba,23,17,0,0,0,0,0,11,2,9,0,0.0,0.0,0.0,0.9083867521367521,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,5,Song of Freedom,18,16,6,6,0,2,2,13,2,11,7,0.15384615384615385,0.375,0.125,0.9487327188940092,14,6,3.0,3,4,2,9,4,0.4666666666666667,0.21428571428571427,2
Qwen2.5-72B,6,Soccer Academy,10,8,1,1,0,1,1,6,0,6,1,0.16666666666666666,0.125,0.125,0.9607843137254902,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,7,ROKETSAN,20,22,7,7,0,5,5,19,1,18,8,0.2631578947368421,0.3181818181818182,0.22727272727272727,0.8144902812241522,19,7,3.0,3,2,5,5,2,0.09523809523809523,0.15789473684210525,5
Qwen2.5-72B,8,The Sacramento Bee,16,14,1,1,0,1,1,15,3,12,1,0.06666666666666667,0.07142857142857142,0.07142857142857142,0.9192592592592592,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,9,Cambodia–Vietnam Friendship Monument,15,10,0,0,0,0,0,11,4,7,0,0.0,0.0,0.0,0.8180555555555555,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,10,Paul Desmarais Jr.,26,27,6,4,2,2,1,18,2,16,5,0.05555555555555555,0.2222222222222222,0.07407407407407407,0.6887486438570031,14,6,3.0,3,5,2,11,5,0.6666666666666666,0.21428571428571427,2
Qwen2.5-72B,11,Mola di Bari,14,11,0,0,0,0,0,7,0,7,0,0.0,0.0,0.0,0.5041666666666667,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,12,"Westmere, New York",13,14,2,2,0,1,1,10,3,7,2,0.1,0.14285714285714285,0.07142857142857142,0.7981920040743571,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,13,Edward Rowan Finnegan,24,24,1,1,0,1,1,21,4,17,1,0.047619047619047616,0.041666666666666664,0.041666666666666664,0.9511544011544011,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,14,Foix (river),19,16,1,0,1,1,0,10,0,10,0,0.0,0.0625,0.0625,0.9058874458874459,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,15,Eivind Bolle,24,15,1,1,0,1,1,12,2,10,1,0.08333333333333333,0.06666666666666667,0.06666666666666667,0.7710084033613445,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,16,Henrik Angell,30,36,6,6,0,1,1,24,1,23,7,0.041666666666666664,0.16666666666666666,0.027777777777777776,0.7644927536231885,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-72B,17,Carey Business School,25,21,3,3,0,2,2,9,1,8,3,0.2222222222222222,0.14285714285714285,0.09523809523809523,0.9059159231573025,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-72B,18,Lehmann Bernheimer,22,18,7,7,0,4,4,14,4,10,9,0.2857142857142857,0.3888888888888889,0.2222222222222222,0.8302538964303671,17,7,3.0,3,3,3,9,4,0.23809523809523808,0.17647058823529413,4
Qwen2.5-72B,19,Railroad Revival Tour,22,22,10,6,4,4,3,23,2,21,10,0.13043478260869565,0.45454545454545453,0.18181818181818182,0.9613289760348583,20,10,3.0,3,5,2,17,9,0.4,0.15,4
Qwen2.5-72B,20,Australia–Chile Free Trade Agreement,22,6,1,1,0,1,1,6,1,5,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.9416225749559084,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,21,South Gondar Zone,21,21,2,2,0,2,2,16,0,16,2,0.125,0.09523809523809523,0.09523809523809523,0.888888888888889,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-72B,22,Morogoro Region,18,19,7,5,2,1,1,15,0,15,5,0.06666666666666667,0.3684210526315789,0.05263157894736842,0.9491927825261159,15,7,3.0,3,7,1,15,7,1.0,0.2,1
Qwen2.5-72B,23,Manon Balletti,12,16,2,2,0,2,2,14,1,13,3,0.14285714285714285,0.125,0.125,0.9198394198394199,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-72B,24,Pittsburgh Catholic,11,9,1,1,0,1,1,9,1,8,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8474519632414369,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,25,Toufique Imrose Khalidi,15,14,1,1,0,1,1,10,1,9,1,0.1,0.07142857142857142,0.07142857142857142,0.6715686274509803,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,26,Mark McNamara,23,22,6,2,4,1,1,17,2,15,2,0.058823529411764705,0.2727272727272727,0.045454545454545456,0.5928130511463845,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-72B,27,Nexus Q,18,3,1,1,0,1,1,4,1,3,1,0.25,0.3333333333333333,0.3333333333333333,1.0,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,28,Cranks and Shadows,13,11,3,2,1,2,2,9,1,8,2,0.2222222222222222,0.2727272727272727,0.18181818181818182,0.7660130718954248,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-72B,29,The Christian Manifesto,15,19,4,4,0,2,2,16,3,13,5,0.125,0.21052631578947367,0.10526315789473684,0.9880952380952381,10,4,3.0,3,3,2,7,3,0.5,0.3,2
Qwen2.5-72B,30,Joseph in Islam,19,17,2,2,0,2,2,22,7,15,4,0.09090909090909091,0.11764705882352941,0.11764705882352941,0.8973809523809524,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-72B,31,List of Prime Ministers of Thailand,17,8,3,3,0,2,2,8,2,6,4,0.25,0.375,0.25,0.9576719576719577,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-72B,32,Rogaland County Municipality,13,16,3,1,2,1,1,9,1,8,2,0.1111111111111111,0.1875,0.0625,0.8832359004772798,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,33,Kyoto Imperial Palace,15,9,0,0,0,0,0,4,1,3,0,0.0,0.0,0.0,0.8787524366471735,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,34,The Yorkshire Post,17,14,1,1,0,1,1,14,1,13,2,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.4829545454545454,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,35,Won-yong,21,18,2,2,0,1,1,9,3,6,3,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.581646423751687,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,36,Ramada (shelter),9,14,0,0,0,0,0,4,1,3,0,0.0,0.0,0.0,0.7875816993464051,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,37,Björn von der Esch,17,12,2,2,0,1,1,13,5,8,2,0.07692307692307693,0.16666666666666666,0.08333333333333333,0.7522141706924316,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,38,Fyllingen Fotball,27,24,15,15,0,1,1,28,7,21,22,0.03571428571428571,0.625,0.041666666666666664,0.8148820326678766,31,15,3.0,3,15,1,31,15,1.0,0.0967741935483871,1
Qwen2.5-72B,39,Martin Ulrich,18,16,1,1,0,1,1,4,1,3,1,0.25,0.0625,0.0625,0.751102114260009,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,40,Two Doors Down,15,14,5,5,0,1,1,10,1,9,5,0.1,0.35714285714285715,0.07142857142857142,0.6844647851512841,10,5,3.0,3,5,1,10,5,1.0,0.3,1
Qwen2.5-72B,41,Think Bike,15,10,0,0,0,0,0,9,0,9,0,0.0,0.0,0.0,0.8824561403508772,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,42,United States Naval Forces Germany,20,16,3,3,0,1,1,16,1,15,4,0.0625,0.1875,0.0625,0.9555934656741109,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,43,Cry for Help,17,19,5,5,0,1,1,13,1,12,6,0.07692307692307693,0.2631578947368421,0.05263157894736842,0.8340698653198654,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-72B,44,Surreal (song),16,7,1,1,0,1,1,1,0,1,1,1.0,0.14285714285714285,0.14285714285714285,0.7356711915535445,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,45,Between Five and Seven,21,19,9,9,0,2,2,20,5,15,9,0.1,0.47368421052631576,0.10526315789473684,0.9128851540616246,19,9,3.0,3,8,1,19,9,0.8055555555555556,0.15789473684210525,2
Qwen2.5-72B,46,List of Square Enix video games,16,12,3,3,0,3,3,11,0,11,3,0.2727272727272727,0.25,0.25,0.8928571428571429,9,3,3.0,3,1,3,3,1,0.0,0.3333333333333333,3
Qwen2.5-72B,47,Velocifero,25,22,7,4,3,5,4,9,0,9,4,0.4444444444444444,0.3181818181818182,0.22727272727272727,0.711665037471489,19,7,3.0,3,3,5,7,3,0.14285714285714285,0.15789473684210525,5
Qwen2.5-72B,48,Zakhary Lyapunov,20,14,0,0,0,0,0,9,2,7,0,0.0,0.0,0.0,0.7602777777777779,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,49,Kriegers Flak,16,16,3,3,0,2,2,17,2,15,5,0.11764705882352941,0.1875,0.125,0.7456140350877193,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-72B,50,Enasa,14,9,5,5,0,2,2,10,2,8,5,0.2,0.5555555555555556,0.2222222222222222,0.8703703703703703,11,5,3.0,3,3,1,11,5,0.5,0.2727272727272727,2
Qwen2.5-72B,51,Christian worship,31,28,0,0,0,0,0,12,4,8,0,0.0,0.0,0.0,0.9478114478114478,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,52,Johan Gottlieb Gahn,20,18,2,2,0,1,1,12,2,10,2,0.08333333333333333,0.1111111111111111,0.05555555555555555,0.7398823763955343,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-72B,53,Bohumín,13,15,3,3,0,1,1,12,3,9,6,0.08333333333333333,0.2,0.06666666666666667,0.7358882947118243,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,54,Leonessa,19,20,3,3,0,2,2,12,0,12,3,0.16666666666666666,0.15,0.1,0.7876984126984127,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-72B,55,Philippine Commission,16,17,0,0,0,0,0,11,1,10,0,0.0,0.0,0.0,0.9186507936507936,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,56,Chopin and his Europe,26,13,0,0,0,0,0,15,4,11,0,0.0,0.0,0.0,0.941141975308642,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,57,Gujranwala,16,15,1,1,0,1,1,9,3,6,2,0.1111111111111111,0.06666666666666667,0.06666666666666667,0.8320816864295125,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,58,Beibu Gulf Economic Rim,12,15,1,1,0,1,1,15,3,12,2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.9538239538239538,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,59,Luis Roche,19,23,3,3,0,1,1,22,2,20,3,0.045454545454545456,0.13043478260869565,0.043478260869565216,0.9311665037471489,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,60,Nikos Aliagas,23,22,3,3,0,1,1,19,2,17,3,0.05263157894736842,0.13636363636363635,0.045454545454545456,0.8498774509803922,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-72B,61,List of Property Brothers episodes,15,6,0,0,0,0,0,5,2,3,0,0.0,0.0,0.0,0.7222222222222223,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,62,Anatoly Chubais,18,10,0,0,0,0,0,8,1,7,0,0.0,0.0,0.0,0.7549019607843137,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,63,"Navy, Army and Air Force Institutes",15,13,6,5,1,5,5,13,2,11,5,0.38461538461538464,0.46153846153846156,0.38461538461538464,0.978494623655914,17,6,3.0,3,2,5,5,2,0.06666666666666667,0.17647058823529413,5
Qwen2.5-72B,64,Jefferson Madeira,22,20,6,6,0,3,3,22,4,18,9,0.13636363636363635,0.3,0.15,0.8282840722495894,14,6,3.0,3,2,2,9,4,0.26666666666666666,0.21428571428571427,3
Qwen2.5-72B,65,Aspren,14,12,0,0,0,0,0,15,5,10,0,0.0,0.0,0.0,0.9255599472990778,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,66,Jimmy Frise,20,18,0,0,0,0,0,13,3,10,0,0.0,0.0,0.0,0.8566849816849818,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,67,Vineeth Sreenivasan,24,20,0,0,0,0,0,14,1,13,0,0.0,0.0,0.0,0.8407894736842105,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,68,"Zabiele, Warmian-Masurian Voivodeship",17,17,1,1,0,1,1,11,0,11,1,0.09090909090909091,0.058823529411764705,0.058823529411764705,0.8758279231425011,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-72B,69,"Clark Lake (Gogebic County, Michigan)",13,18,0,0,0,0,0,3,0,3,0,0.0,0.0,0.0,0.731043771043771,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-72B,70,O'Shaughnessy Dam (Ohio),13,10,2,2,0,2,2,12,5,7,6,0.16666666666666666,0.2,0.2,0.7363834422657952,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-72B,71,Vase de Noces,13,8,4,4,0,1,1,9,3,6,5,0.1111111111111111,0.5,0.125,0.7715617715617715,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-72B,72,War of the Quadruple Alliance,19,17,7,7,0,2,2,14,3,11,8,0.14285714285714285,0.4117647058823529,0.11764705882352941,0.8869217202550536,16,7,3.0,3,6,2,13,6,0.7142857142857143,0.1875,2
